category,category_en,entry_type,title_de,title_en,yield,text,text_en,serving_suggestions,serving_suggestions_en,canvas_fragment,image
Gemüse,Vegetables,recipe,Gebratene Eierpflanze,Fried Egg Plant,,"Man schneidet die Eierpflanze in 1/2 Zoll dicke Scheiben, schält jedes Stück achtsam, streut etwas Salz und Pfeffer über jede Scheibe, legt sie ins Wasser, beschwert sie mit einem Teller, damit sie unter Wasser bleibe und läßt sie 1 Stunde darin; hierauf trocknet man sie stückweise ab, taucht sie in Ei und dann in Crackerkrumen und bäckt sie in heißem Fett schön braun.","Cut the eggplant into 1/2 inch thick slices, peel each piece carefully, sprinkle some salt and pepper over each slice, place them in water, weigh them down with a plate so they remain submerged, and let them sit for 1 hour; then dry them piece by piece, dip them in egg and then in cracker crumbs, and fry them in hot fat until nicely browned.",Man gibt Tomato-Catsup dazu.,Serve with tomato catsup.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0021,0078_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0086.jpg
Gemüse,Vegetables,recipe,Blumenkohl,Cauliflower,2 portions,"Man entfernt mit einem Messer alle die großen und kleinen Blättchen, welche den Blumenkohl umgeben, zertheilt dann, wenn es eine große, schöne","Remove with a knife all the large and small leaves that surround the cauliflower, then divide, if it is a large, beautiful [piece]...",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0021,0078_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0086.jpg
Gemüse,Vegetables,recipe,Blumenkohl,Cauliflower,,"Blume ist, dieselbe in kleine Röschen, zieht die Stengel gut ab und legt sie Stunde in schwach gesalzenes Wasser. Hierauf werden sie in kochendes Salzwasser gelegt und darin bis Stunde gekocht; dann legt man sie 1 Minute zum Abtropfen auf ein Sieb und richtet sie, die Stiele nach unten, kuppelförmig auf einer runden erwärmten Schüssel an und deckt schnell zu. Hierauf läßt man 1 Eßlöffel Butter in einer Pfanne heiß werden, nimmt 1 Löffel Mehl, läßt es darin schwitzen, gießt 1 Pint Fleischbrühe oder Blumenkohlwasser, mit etwas Muskatnuß, dazu und läßt es aufkochen; dann wird noch 1 in Wasser verrührtes Eigelb dazu gerührt. Hierauf gießt man diese Sauce über den Blumenkohl und den Rest in eine Sauciere.","Take the cauliflower, break it into small florets, peel the stems well, and place them in lightly salted water for an hour. Then, place them in boiling salted water and cook for up to an hour; then place them on a sieve for 1 minute to drain, arrange them dome-shaped on a round warmed dish with the stems facing down, and cover quickly. Then, let 1 tablespoon of butter get hot in a pan, add 1 spoonful of flour, let it sweat, pour in 1 pint of meat broth or cauliflower water with a little nutmeg, and let it boil up; then stir in 1 egg yolk mixed with water. Pour this sauce over the cauliflower and the rest into a sauceboat.","Man gibt Würstchen, Cotelets, geräucherten Lachs, gekochte Ochsenzunge oder gebratene Hühnchen dazu.","Serve with sausages, cutlets, smoked salmon, boiled ox tongue, or fried chicken.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0022,0079_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0087.jpg
Gemüse,Vegetables,recipe,Gebackener Blumenkohl,Baked Cauliflower,,Blumenkohlreste vom vorigen Tage taucht man in Ei und wälzt sie in geriebener Semmel oder Zwieback und bäckt sie dann in Butter oder Schmalz.,"Dip leftover cauliflower from the previous day into egg, roll in breadcrumbs or zwieback, and then fry in butter or lard.",Beim Anrichten kann man sie mit gebackener Petersilie umgeben.,"When serving, you can garnish them with fried parsley.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0022,0079_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0087.jpg
Gemüse,Vegetables,recipe,Gedünstete Tomaten,Stewed Tomatoes,2 portions,"(Diese Frucht stammt aus Peru in Südamerika, gelangte durch die Spanier nach Europa und hat in Deutschland im Volksmunde den Namen Paradies= oder Liebesapfel erhalten.) 6–8 schöne Tomaten werden mit kochendem Wasser gebrüht; man schält und schneidet sie auf und entfernt alle harten und unreifen Theile. Dann legt man sie in eine Pfanne, läßt sie 20 Minuten unter öfterem Umrühren dünsten, gibt 1 Eßlöffel Butter, 1 Theelöffel Zucker, 1 Theelöffel gehackte Zwiebel, Salz und Pfeffer dazu und läßt noch Stunde langsam dünsten.","(This fruit originates from Peru in South America, reached Europe through the Spanish, and has received the name 'paradise apple' or 'love apple' in common parlance in Germany.) Scald 6–8 nice tomatoes with boiling water; peel and cut them open, and remove all hard and unripe parts. Then place them in a pan, let them stew for 20 minutes while stirring frequently, add 1 tablespoon of butter, 1 teaspoon of sugar, 1 teaspoon of chopped onion, salt, and pepper, and let them stew slowly for another hour.",Man gibt gekochtes und gebratenes Fleisch verschiedener Art dazu.,Serve with various kinds of boiled and roasted meat.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0022,0079_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0087.jpg
Gemüse,Vegetables,recipe,Gebackene Tomaten,Baked Tomatoes,2 portions,"Von 6 gleichgroßen schönen Tomaten schneidet man ein Stück um den Stiel ab und entfernt vorsichtig mit dem Finger den inneren Theil. Dann mischt man Tasse feingehackten, gekochten Schinken, 2 Löffel Weißbrodkrumen, 1 Löffel gehackte Petersilie, Theelöffel Salz, 1 Prise Pfeffer und 1 Löffel geschmolzene Butter zusammen. Damit füllt man die Tomaten, häufelt die Fülle in der","From 6 nice tomatoes of equal size, cut off a piece around the stem and carefully remove the inner part with your finger. Then mix together a cup of finely chopped cooked ham, 2 spoonfuls of white breadcrumbs, 1 spoonful of chopped parsley, a teaspoon of salt, 1 pinch of pepper, and 1 spoonful of melted butter. Fill the tomatoes with this, mounding the filling in the",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0022,0079_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0087.jpg
Gemüse,Vegetables,recipe,Gefüllte Tomaten,Stuffed Tomatoes,2 portions,"6 Tomaten werden, wie vorher angegeben, von den Samenkörnern gereinigt. In einer Schüssel mischt man 1 Tasse trockene Weißbrodkrumen mit 1/2 Theelöffel Salz, 1 Prise Pfeffer, 1 Theelöffel gehackte Zwiebel und 1 Löffel geschmolzene Butter, füllt die Tomate damit und dämpft sie im heißen Ofen 1/2 Stunde. Man kann auch etwas Hühner- oder Kalbfleisch zur Fülle verwenden.","6 tomatoes are cleaned of their seeds as previously indicated. In a bowl, mix 1 cup of dry white breadcrumbs with 1/2 teaspoon of salt, 1 pinch of pepper, 1 teaspoon of chopped onion, and 1 spoonful of melted butter; fill the tomatoes with this and steam them in a hot oven for 1/2 hour. One can also use some chicken or veal for the filling.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0023,0080_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0088.jpg
Gemüse,Vegetables,recipe,Gebratene Tomaten,Fried Tomatoes,2 portions,"6 Tomaten werden gewaschen und quer in 2 Hälften geschnitten. Dann legt man die Hälften mit der Hautseite nach unten in eine Pfanne, schneidet 1/4 Pfund Butter in kleine Stückchen und vertheilt sie über die Tomaten, würzt mit Pfeffer und Salz und läßt sie über einem mäßigen Feuer 20 Minuten braten. Wenn sie weich sind, legt man sie mit dem Kuchenwender auf eine gewärmte Schüssel. Hierauf läßt man die in der Pfanne übrige Butter schnell braun werden, mischt 2 Löffel Mehl damit, gießt 1 Pint Milch dazu, rührt fortwährend bis es kocht, würzt mit Pfeffer und Salz, gießt es über die Tomaten und trägt dieselben dann auf.","6 tomatoes are washed and cut crosswise into 2 halves. Then place the halves skin-side down in a pan, cut 1/4 pound of butter into small pieces and distribute them over the tomatoes, season with pepper and salt, and let them fry over a moderate fire for 20 minutes. When they are soft, place them onto a warmed dish using a spatula. Then, let the remaining butter in the pan brown quickly, mix 2 spoonfuls of flour with it, pour in 1 pint of milk, stir continuously until it boils, season with pepper and salt, pour it over the tomatoes, and then serve them.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0023,0080_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0088.jpg
Gemüse,Vegetables,recipe,Curry-Tomaten,Curried Tomatoes,,"1 Tasse Reis wird mehreremal mit kaltem Wasser gewaschen. Dann mischt man 1 Theelöffel Currypulver und Salz zu 1 Quart gedünstete Tomaten gut zusammen. Auf dem Boden einer Backschüssel macht man 1 Lage Tomaten, dann 1 Lage ungekochten Reis, dann wieder Tomaten bis Alles verbraucht ist; doch muß die oberste Lage aus Tomaten bestehen. Dann streut man geriebenes Weißbrot darüber, vertheilt einige Klümpchen Butter darauf und bäckt bei mäßiger Hitze 1/2 Stunde.","1 cup of rice is washed several times with cold water. Then mix 1 teaspoon of curry powder and salt well into 1 quart of stewed tomatoes. On the bottom of a baking dish, make 1 layer of tomatoes, then 1 layer of uncooked rice, then tomatoes again until everything is used up; however, the top layer must consist of tomatoes. Then sprinkle grated white bread over it, distribute a few small lumps of butter on top, and bake at a moderate heat for 1/2 hour.","Man servirt in der Schüssel, in welcher es gebacken ist.",Serve in the dish in which it was baked.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0023,0080_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0088.jpg
Gemüse,Vegetables,general_instruction,Gekochte Maiskolben,Boiled Sweet Corn,,"Die Maiskolben sollten so bald als möglich nach dem Abbrechen gekocht werden, da sie durch längeres Liegen ihre Süße verlieren. Kurz vor dem Kochen entfernt man die Blätterhülsen und seidenähnlichen Fä-","The corn cobs should be cooked as soon as possible after picking, as they lose their sweetness if left lying for too long. Shortly before cooking, remove the husks and silk-like fi-",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0023,0080_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0088.jpg
Gemüse,Vegetables,recipe,Gedünstefer Mais,Stewed Corn,2 portions,"4 Maiskolben werden entkörnt und die Körner in einer Pfanne mit 3 Löffel Rahm, 1 Löffel Butter, ½ Theelöffel Salz gemischt und ¾ Stunde unter öfterem Umrühren gekocht.","4 ears of corn are shelled and the kernels mixed in a pan with 3 spoonfuls of cream, 1 spoonful of butter, ½ teaspoon of salt and cooked for ¾ of an hour, stirring frequently.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0026,0081_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0089.jpg
Gemüse,Vegetables,recipe,Schmorgurken,Fried Cucumbers,,"Die Gurken werden geschält, der Länge nach in ½ Zoll dicke Stücke geschnitten, in Ei und dann in Weizenmehl getaucht, gesalzen, gepfeffert, in Butter schön braun gebraten und hierauf warm servirt.","The cucumbers are peeled, cut lengthwise into ½ inch thick pieces, dipped in egg and then in wheat flour, salted, peppered, fried nicely brown in butter and then served warm.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0026,0081_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0089.jpg
Gemüse,Vegetables,recipe,Succotash,Succotash,2 portions,"1 Pint Lima= oder Butterbohnen werden enthülst, in einen Topf mit kochendem Wasser gethan, so daß sie davon bedeckt sind — nicht mehr. Man fügt 1 Theelöffel Salz nebst 1 Prise Backpulver bei, kocht sie 25 Minuten und gießt dann den größeren Theil des Wassers weg. Eine gleiche Menge oder etwas mehr von Mais, der von dem Kolben geschnitten worden (Green Corn), wird dann hinzugethan, ½ Pint Milch, 1 Löffel Butter, 1 Löffel Mehl, Pfeffer, Salz und etwas Muskatnuß dazu gemischt, unter fortwährendem Rühren 5 Minuten lang gekocht und hernach angerichtet.","1 pint of lima or butter beans are shelled, put into a pot with boiling water so that they are covered by it — no more. Add 1 teaspoon of salt along with 1 pinch of baking powder, cook them for 25 minutes and then pour away the greater part of the water. An equal amount or slightly more of corn that has been cut from the cob (Green Corn) is then added, ½ pint of milk, 1 spoonful of butter, 1 spoonful of flour, pepper, salt and a little nutmeg are mixed in, cooked for 5 minutes while stirring continuously, and then served.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0026,0081_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0089.jpg
Gemüse,Vegetables,recipe,Rothkraut,Red Cabbage,2 portions,"Ein recht fester Kopf Rothkraut wird, nachdem die schlechten Blätter entfernt sind, in zwei Hälften und dann so fein wie möglich in recht lange Streifen geschnitten. In einem irdenen oder Granittopfe wird 1 Löffel Butter und 1 Löffel Schmalz heiß gemacht, oder auch ¼ Pfund Speck fein geschnitten und darin 1 feingeschnittene Zwiebel gelb geröstet. Das geschnittene Kraut wird dazugegeben und mit 3 Löffeln Essig, 1 Löffel Zucker, etwas Salz, Pfeffer und 1 Tasse Wasser in 2 Stunden, gut zugedeckt, weich gedünstet. Man schwenkt es während dieser Zeit öfters um, damit es nicht anbrennt; wenn es keine Brühe mehr hat, füllt man etwas heißes Wasser nach. Ungefähr ½ Stunde vor dem Anrichten stäubt man 1 Löffel Mehl darüber, gibt 1 Glas Rothwein oder einen in Stücke geschnittenen säuerlichen Apfel","A quite firm head of red cabbage is, after the bad leaves are removed, cut into two halves and then as finely as possible into quite long strips. In an earthenware or granite pot, 1 spoonful of butter and 1 spoonful of lard are heated, or alternatively ¼ pound of bacon is finely cut and 1 finely chopped onion is roasted yellow in it. The cut cabbage is added and stewed soft, well covered, for 2 hours with 3 spoonfuls of vinegar, 1 spoonful of sugar, a little salt, pepper and 1 cup of water. One tosses it frequently during this time so that it does not burn; if it no longer has any broth, one adds a little hot water. Approximately ½ hour before serving, one dusts 1 spoonful of flour over it, adds 1 glass of red wine or a tart apple cut into pieces",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0026,0081_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0089.jpg
Gemüse,Vegetables,recipe,Bayrisch Kraut,"Stewed Cabbage, Bavarian Style",2 portions,"1 kleiner Kopf oder die Hälfte eines großen Kopfes Weißkraut wird sehr fein, nudelartig, geschnitten. In einem irdenen oder Granittopfe läßt man ¼ Pfund in Würfel geschnittenen Speck heiß werden, fügt 1 Löffel fein geschnittene Zwiebel, 1 Glas Weißwein oder 1 Löffel Essig, ½ Tasse Wasser oder Fleischbrühe, sowie das Kraut hinzu und läßt es 1½ Stunde, gut zugedeckt, kochen. ¼ Stunde vor dem Anrichten stäubt man 1 Löffel Mehl, ½ Theelöffel Salz, 1 Theelöffel Zucker, etwas geriebene Muskatnuß und Pfeffer darüber und läßt es aufkochen.","1 small head or half of a large head of white cabbage is cut very finely, like noodles. In an earthenware or granite pot, let ¼ pound of diced bacon get hot, add 1 spoonful of finely chopped onion, 1 glass of white wine or 1 spoonful of vinegar, ½ cup of water or meat broth, as well as the cabbage, and let it cook covered for 1½ hours. 15 minutes before serving, sprinkle 1 spoonful of flour, ½ teaspoon of salt, 1 teaspoon of sugar, some grated nutmeg, and pepper over it and let it come to a boil.","Bratwürste, Cotelets, Pökelzunge oder Gänsebraten eignen sich als Beilagen.","Bratwurst, cutlets, pickled tongue, or roast goose are suitable as side dishes.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0027,0082_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0090.jpg
Gemüse,Vegetables,recipe,Grün- oder Braunkohl,Sprouts,2 portions,"Der Braunkohl ist am besten, wenn er etwas Frost bekommen hat. Von 1 Quart Kohl streift man die Blätter von den Stielen ab und entfernt die welken oder von Raupen zerstörten Blätter und sucht die zarten, krausen, heraus. Nachdem diese Blätter in vielem Wasser reingewaschen sind, werden sie in einem Topf mit kaltem, gesalzenen Wasser aufgestellt und ¼ Stunde lang gekocht. Dann schüttet man den Kohl in ein Sieb, gießt kaltes Wasser darüber, drückt das Wasser aus und wiegt den Kohl recht fein. 1 Löffel fein geschnittene Zwiebel wird in 1 Löffel zerlassener Butter oder Schmalz gelb geröstet, etwas feingeschnittener Speck, sowie 1 Löffel Nieren= oder Gänsefett hinzugefügt; man gibt dann das Kohlkraut, sowie etwas Salz und Pfeffer dazu und läßt es 2 Stunden kochen. ¼ Stunde vor dem Anrichten wird 1 Löffel Mehl darüber gestreut und ½ Tasse Milch oder süßer Rahm darunter gerührt; dann läßt man es langsam durchkochen.","Kale is best when it has had a little frost. From 1 quart of kale, strip the leaves from the stems, remove the wilted leaves or those destroyed by caterpillars, and select the tender, curly ones. After these leaves have been washed clean in plenty of water, they are placed in a pot with cold, salted water and boiled for 15 minutes. Then pour the kale into a sieve, pour cold water over it, squeeze out the water, and chop the kale very finely. 1 spoonful of finely chopped onion is sautéed until yellow in 1 spoonful of melted butter or lard; add some finely chopped bacon as well as 1 spoonful of kidney fat or goose fat; then add the kale, as well as some salt and pepper, and let it cook for 2 hours. 15 minutes before serving, 1 spoonful of flour is sprinkled over it and ½ cup of milk or sweet cream is stirred in; then let it cook through slowly.","Beim Anrichten garnirt man den Kohl mit kleinen Schmorkartoffeln oder gekochten Kastanien. Als Beilage gibt man Gänsebraten, Bratwürste oder geräuchertes Schweinefleisch.","When serving, garnish the kale with small braised potatoes or boiled chestnuts. As a side dish, serve roast goose, bratwurst, or smoked pork.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0027,0082_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0090.jpg
Gemüse,Vegetables,recipe,Braunkohl mit Hafergrütze,Sprouts with Oats,,"Der Kohl wird nach vorstehendem Recept vorbereitet, gewaschen, ab=","The kale is prepared according to the preceding recipe, washed, [and]...",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0027,0082_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0090.jpg
Gemüse,Vegetables,recipe,Wirſing oder Welschkohl,Savoy Cabbage,2 portions,"Ein schöner Kopf Wirsing wird nach Beseitigung der äußeren Blätter in Viertel getheilt, von den Strünken befreit, 1/4 Stunde in siedendem Salzwasser gekocht, herausgenommen, mit kaltem Wasser übergossen, ausgedrückt und dann grob gehackt. Dann röstet man 1 Löffel feingehackte Zwiebel in 1 Löffel Butter oder Nierenfett in einem irdenen oder Granittopfe, gibt den Kohl hinzu, würzt mit etwas Salz und geriebener Muskatnuß, gießt mit ½ Löffel Mehl verdickte Fleischbrühe darüber und dämpft das Gemüse, gut zugedeckt, ½ Stunde. Vorzüglich schmeckt der Kohl, wenn man ihn mit der Brühe von gedämpfter oder gebratener Ente oder Gans dünstet.","A nice head of Savoy cabbage is divided into quarters after removing the outer leaves, freed from the stalks, boiled for 1/4 hour in boiling salted water, taken out, doused with cold water, squeezed out, and then coarsely chopped. Then roast 1 spoonful of finely chopped onion in 1 spoonful of butter or kidney fat in an earthenware or granite pot, add the cabbage, season with a little salt and grated nutmeg, pour over meat broth thickened with 1/2 spoonful of flour, and steam the vegetable, well covered, for 1/2 hour. The cabbage tastes excellent if one stews it with the broth of steamed or roasted duck or goose.","Man gibt gekochtes Rind- oder Hammelfleisch, Cotelets, gekochten Schinken, Zunge oder Bratwurst nebst Kartoffeln dazu.","Serve with boiled beef or mutton, cutlets, boiled ham, tongue, or bratwurst along with potatoes.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0028,0083_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0091.jpg
Gemüse,Vegetables,recipe,"Weiszkraut, Weiszkohl",Cabbage,2 portions,"Ein fester, weißer Krautkopf wird auf dieselbe Art zubereitet wie der Wirsingkohl, doch fügt man als Würze noch etwas Kümmel bei. Anstatt der Fleischbrühe kann man 3 Tassen Wasser und 2 Löffel Nierenfett benützen.","A firm, white head of cabbage is prepared in the same way as the Savoy cabbage, but one adds a little caraway seed as seasoning. Instead of meat broth, one can use 3 cups of water and 2 spoonfuls of kidney fat.","Hammelfleisch, gekocht oder gebraten, Schweins- oder Kalbs-Cotelets, Bratwurst und Kartoffeln sind passende Beilagen.","Mutton, boiled or roasted, pork or veal cutlets, bratwurst, and potatoes are suitable side dishes.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0028,0083_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0091.jpg
Gemüse,Vegetables,recipe,Weiszkraut mit Hammelfleisch,Cabbage with Mutton,2 portions,"Ein mittelgroßer Krautkopf wird von den äußeren Blättern befreit, in Viertel getheilt, in fingerbreite Stücke geschnitten und abgebrüht. Sodann bringt man 1 bis 1½ Pfund Hammelfleisch in 1 Quart Wasser zum Kochen, legt den gut ausgedrückten Kohl in den Fleischtopf, streut etwas Salz darüber und läßt Alles 2½ Stunden langsam kochen. Man kann auch die Kartoffeln mit dem Kraut zusammen kochen; in solchem Falle lege man dieselben 1 Stunde vor dem Anrichten, sauber abgewaschen, oben auf das Kraut, wo sie langsam gar werden.","A medium-sized head of cabbage is freed from the outer leaves, divided into quarters, cut into finger-wide pieces, and scalded. Then bring 1 to 1½ pounds of mutton to a boil in 1 quart of water, place the well-squeezed cabbage into the meat pot, sprinkle a little salt over it, and let everything cook slowly for 2½ hours. One can also cook the potatoes together with the cabbage; in such a case, place them, cleanly washed, on top of the cabbage 1 hour before serving, where they will slowly cook through.",Hierzu reicht man Salzkartoffeln.,Serve with boiled potatoes.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0028,0083_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0091.jpg
Gemüse,Vegetables,recipe,Sauerkraut,Sauerkraut,2 portions,"Von allen Kraut- und Kohlarten ist Sauerkraut die am leichtesten verdauliche. Durch die Gährung bildet sich Milchsäure, welche dem Kraut den eigenthümlichen Geruch und Geschmack verleiht. 1 Pint Sauerkraut wird ausgedrückt; nur wenn es zu sauer oder zu salzig wäre, wird es leicht gewaschen. In einem irdenen oder Granittopfe wird das Kraut mit 1 Löffel Schmalz und soviel heißem Wasser, daß es das Kraut bedeckt, 2 Stunden gekocht. Kocht man ein Stück Schinken oder Schweinefleisch mit dem Kraut, so wird es um so kräftiger. 1 Stunde vor dem Anrichten kann man auch 4 Pfund gebratenen Speck, ohne die Grieven, zu dem Kraut geben. Ist das Kraut zu sehr eingekocht, so gießt man 1 Glas Weißwein oder warmes Wasser dazu. Fügt man 4 Stunde vor dem Anrichten einige in Viertel geschnittene Aepfel hinzu, so kann der Wein auch wegbleiben. Nach Belieben kann man das Kraut 4 Stunde vor dem Anrichten mit & Löffel Mehl stäuben und damit aufkochen lassen.","Of all types of cabbage and kale, sauerkraut is the most easily digestible. Through fermentation, lactic acid is formed, which gives the cabbage its characteristic smell and taste. 1 pint of sauerkraut is squeezed out; only if it is too sour or too salty should it be lightly washed. In an earthenware or granite pot, the cabbage is cooked for 2 hours with 1 spoonful of lard and enough hot water to cover the cabbage. If one cooks a piece of ham or pork with the cabbage, it becomes all the more hearty. 1 hour before serving, one can also add 4 pounds of fried bacon, without the cracklings, to the cabbage. If the cabbage has boiled down too much, pour in 1 glass of white wine or warm water. If one adds a few apples cut into quarters 4 hours before serving, the wine can be omitted. As desired, one can dust the cabbage with a spoonful of flour 4 hours before serving and let it boil up with it.","Hasenbraten, Bratwürste, Schinken, Kalbsbraten, Wildpret, Schweinebraten und Salzkartoffeln sind passende Beilagen.","Roast hare, bratwurst, ham, roast veal, game, roast pork, and boiled potatoes are suitable side dishes.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0029,0084_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0092.jpg
Gemüse,Vegetables,recipe,Sauerkraut mit Erbsen,Sauerkraut with Split Peas,2 portions,"Das Sauerkraut wird in Wasser weichgekocht, abgegossen, mit 1 Löffel Schmalz verrührt und noch eine Weile gedünstet. Nebenbei kocht man 1 Pint trockene Erbsen in Wasser weich, schüttet das Wasser ab, gießt Rind- oder Schweinefleischbrühe daran, auch Schinkenbrühe, wenn man deren hat, kocht die Erbsen noch 4 Stunde damit, drückt sie durch ein Sieb, läßt sie nochmals heiß werden, bestreut sie beim Anrichten mit geriebenem, in Butter geröstetem Weißbrot, gibt das Sauerkraut in einer andern Schüssel auf, garnirt es mit Bratwürsten, gibt Schinken oder Pökelfleisch dazu und ißt Kraut und Erbsen zusammen.","The sauerkraut is boiled until soft in water, drained, stirred with 1 spoonful of lard, and stewed for a while longer. Meanwhile, boil 1 pint of dried peas in water until soft, pour off the water, pour beef or pork broth over them, also ham broth if you have any, cook the peas for another 4 hours with it, press them through a sieve, let them get hot again, sprinkle them when serving with grated white bread toasted in butter, serve the sauerkraut in a different bowl, garnish it with bratwurst, add ham or salt pork, and eat the cabbage and peas together.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0029,0084_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0092.jpg
Gemüse,Vegetables,recipe,Sauerkraut mit Austern,Sauerkraut with Fried Oysters,2 portions,"Man befreit 2 Dutzend Austern von den Bärten, trocknet sie ab, bestreut jede Auster mit Pfeffer und Salz, wälzt sie in Mehl und dann in Ei und geriebenem Weißbrot, bäckt sie in heißem Schmalz hellbraun und richtet sie in der Mitte des Sauerkrautes, das man nach dem vorhergehenden Recept gekocht und mit etwas Weißwein und Mehlschwitze gebunden hat, an.","Remove the beards from 2 dozen oysters, dry them off, sprinkle each oyster with pepper and salt, roll them in flour and then in egg and grated white bread, fry them in hot lard until light brown, and arrange them in the middle of the sauerkraut, which has been cooked according to the previous recipe and thickened with a little white wine and a roux.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0029,0084_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0092.jpg
Gemüse,Vegetables,recipe,Sauerkraut mit saurer Sahne,Sauerkraut with Cream,2 portions,"Hat man 1 Pint Sauerkraut, wie oben angegeben, gar gekocht, so schneidet man 1 Zwiebel in Scheiben, schwitzt sie in Butter weiß und weich, fügt 1 Löffel Mehl und 1 Tasse sauren Rahm dazu, läßt es aufkochen, streicht diese Sauce durch einen feinen Durchschlag und mischt das Kraut darunter. Dies ist besonders im Frühjahr zu empfehlen, wenn das Kraut den Weingeschmack verloren hat.","If you have cooked 1 pint of sauerkraut until done, as indicated above, slice 1 onion, sweat it in butter until white and soft, add 1 spoonful of flour and 1 cup of sour cream, let it come to a boil, strain this sauce through a fine colander, and mix the cabbage into it. This is especially recommended in the spring when the cabbage has lost its wine flavor.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0030,0085_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0093.jpg
